PO_ID,Supplier,Material,Category,Quantity,Unit_Price_USD,Total_Spend_USD,Purchase_Date,Lead_Time_Days,Delivery_Date,On_Time,Facility,Country
PO-10029,Vertex Bio Supply,Lab Reagents,Lab Supplies,356,107.55,38287.8,2025-02-11,13,2025-03-05,No,"Facility A - New Brunswick, NJ",India
PO-10856,MedSource Industries,Filtration Media,Manufacturing Consumables,974,69.95,68131.3,2025-02-12,24,2025-03-08,Yes,"Facility B - Indianapolis, IN",USA
PO-10568,Vertex Bio Supply,Stainless Steel Components,Manufacturing Consumables,698,280.44,195747.12,2025-02-12,24,2025-03-12,No,Facility C - Puerto Rico,India
PO-10539,Vertex Bio Supply,Stainless Steel Components,Manufacturing Consumables,856,249.49,213563.44,2025-02-13,20,2025-03-04,Yes,Facility C - Puerto Rico,India
PO-10753,PurePharm Supply Co,Lab Reagents,Lab Supplies,654,135.65,88715.1,2025-02-15,18,2025-03-09,No,Facility C - Puerto Rico,USA
PO-11134,ChemPro Solutions,Sterile Syringes,Medical Devices,1308,2.26,2956.08,2025-02-16,21,2025-03-08,Yes,"Facility B - Indianapolis, IN",India
PO-10341,GlobalMed Ingredients,Lab Reagents,Lab Supplies,3456,116.7,403315.2,2025-02-17,18,2025-03-05,Yes,Facility E - Singapore,Ireland
PO-10348,PharmaCorp Global,Active Pharmaceutical Ingredient (API),Raw Materials,1814,527.16,956268.24,2025-02-19,54,2025-04-12,Yes,"Facility D - Cork, Ireland",USA
PO-10414,Meridian Chem Group,Active Pharmaceutical Ingredient (API),Raw Materials,507,320.56,162523.92,2025-02-19,58,2025-04-18,Yes,"Facility A - New Brunswick, NJ",China
PO-10767,PharmaCorp Global,Active Pharmaceutical Ingredient (API),Raw Materials,3164,421.54,1333752.56,2025-02-20,66,2025-04-25,Yes,"Facility A - New Brunswick, NJ",USA
PO-10930,PurePharm Supply Co,Blister Packs,Packaging,2865,8.83,25297.95,2025-02-21,11,2025-03-05,Yes,"Facility B - Indianapolis, IN",USA
PO-11166,MedSource Industries,Glass Vials,Packaging,1363,4.48,6106.24,2025-02-22,13,2025-03-05,Yes,Facility E - Singapore,USA
PO-10254,Apex Pharma Materials,Filtration Media,Manufacturing Consumables,564,78.02,44003.28,2025-02-22,22,2025-03-16,Yes,Facility C - Puerto Rico,Switzerland
PO-10575,Vertex Bio Supply,Stainless Steel Components,Manufacturing Consumables,1577,256.66,404752.82,2025-02-23,31,2025-03-26,Yes,"Facility A - New Brunswick, NJ",India
PO-10335,Apex Pharma Materials,Excipients,Raw Materials,373,90.0,33570.0,2025-02-23,23,2025-03-18,Yes,Facility E - Singapore,Switzerland
PO-10664,BioSupply Partners,Active Pharmaceutical Ingredient (API),Raw Materials,1104,513.92,567367.68,2025-02-24,28,2025-03-25,Yes,"Facility A - New Brunswick, NJ",Germany
PO-10446,ChemPro Solutions,Lab Reagents,Lab Supplies,2673,108.72,290608.56,2025-02-24,21,2025-03-15,Yes,Facility E - Singapore,India
PO-10701,NovaChem Ltd,Packaging Film,Packaging,1327,12.01,15937.27,2025-02-25,7,2025-03-03,Yes,"Facility B - Indianapolis, IN",China
PO-10883,MedSource Industries,Sterile Syringes,Medical Devices,417,2.94,1225.98,2025-02-26,22,2025-03-20,Yes,"Facility D - Cork, Ireland",USA
PO-10515,Meridian Chem Group,Cold Chain Packaging,Packaging,348,15.0,5220.0,2025-02-27,16,2025-03-13,Yes,"Facility A - New Brunswick, NJ",China
PO-10549,BioSupply Partners,Cold Chain Packaging,Packaging,3282,26.53,87071.46,2025-02-28,12,2025-03-13,Yes,"Facility D - Cork, Ireland",Germany
PO-10368,GlobalMed Ingredients,Lab Reagents,Lab Supplies,1997,122.41,244452.77,2025-02-28,17,2025-03-15,Yes,"Facility A - New Brunswick, NJ",Ireland
PO-10216,GlobalMed Ingredients,Lab Reagents,Lab Supplies,1605,138.44,222196.2,2025-03-01,18,2025-03-17,Yes,Facility E - Singapore,Ireland
PO-10162,Apex Pharma Materials,Glass Vials,Packaging,3334,6.13,20437.42,2025-03-02,17,2025-03-19,Yes,Facility E - Singapore,Switzerland
PO-10172,NovaChem Ltd,Cold Chain Packaging,Packaging,531,17.34,9207.54,2025-03-03,21,2025-03-26,Yes,"Facility B - Indianapolis, IN",China
PO-11107,PurePharm Supply Co,Filtration Media,Manufacturing Consumables,1388,63.19,87707.72,2025-03-04,37,2025-04-08,Yes,"Facility D - Cork, Ireland",USA
PO-10476,PharmaCorp Global,Glass Vials,Packaging,2025,4.77,9659.25,2025-03-04,5,2025-03-09,Yes,"Facility B - Indianapolis, IN",USA
PO-10975,PurePharm Supply Co,Filtration Media,Manufacturing Consumables,2437,66.08,161036.96,2025-03-06,28,2025-04-03,Yes,"Facility A - New Brunswick, NJ",USA
PO-10419,MedSource Industries,Packaging Film,Packaging,1409,15.97,22501.73,2025-03-06,8,2025-03-13,Yes,"Facility D - Cork, Ireland",USA
PO-10622,NovaChem Ltd,Packaging Film,Packaging,459,12.89,5916.51,2025-03-07,13,2025-03-18,Yes,"Facility D - Cork, Ireland",China
PO-10350,BioSupply Partners,Packaging Film,Packaging,665,18.33,12189.45,2025-03-10,9,2025-03-18,Yes,"Facility D - Cork, Ireland",Germany
PO-11076,Meridian Chem Group,Blister Packs,Packaging,2441,6.2,15134.2,2025-03-11,16,2025-04-04,No,"Facility B - Indianapolis, IN",China
PO-10359,PharmaCorp Global,Blister Packs,Packaging,536,7.81,4186.16,2025-03-12,14,2025-03-27,Yes,"Facility D - Cork, Ireland",USA
PO-10885,Vertex Bio Supply,Glass Vials,Packaging,425,4.66,1980.5,2025-03-12,23,2025-04-06,Yes,Facility E - Singapore,India
PO-10802,Vertex Bio Supply,Filtration Media,Manufacturing Consumables,1877,48.68,91372.36,2025-03-12,17,2025-03-27,Yes,Facility C - Puerto Rico,India
PO-10670,PurePharm Supply Co,Cold Chain Packaging,Packaging,1356,26.93,36517.08,2025-03-14,15,2025-03-28,Yes,Facility E - Singapore,USA
PO-11138,Vertex Bio Supply,Packaging Film,Packaging,186,11.39,2118.54,2025-03-14,12,2025-03-27,Yes,"Facility B - Indianapolis, IN",India
PO-10118,Apex Pharma Materials,Blister Packs,Packaging,613,8.97,5498.61,2025-03-15,12,2025-03-31,No,"Facility A - New Brunswick, NJ",Switzerland
PO-10215,NovaChem Ltd,Cold Chain Packaging,Packaging,860,18.51,15918.6,2025-03-16,13,2025-03-28,Yes,"Facility A - New Brunswick, NJ",China
PO-10425,ChemPro Solutions,Cold Chain Packaging,Packaging,905,18.51,16751.55,2025-03-16,9,2025-03-26,Yes,"Facility B - Indianapolis, IN",India
PO-10464,Vertex Bio Supply,Filtration Media,Manufacturing Consumables,2619,45.37,118824.03,2025-03-16,11,2025-03-27,Yes,"Facility A - New Brunswick, NJ",India
PO-10037,Meridian Chem Group,Lab Reagents,Lab Supplies,928,97.13,90136.64,2025-03-17,18,2025-04-06,Yes,Facility E - Singapore,China
PO-11082,PharmaCorp Global,Lab Reagents,Lab Supplies,2859,136.55,390396.45,2025-03-17,15,2025-04-01,Yes,"Facility D - Cork, Ireland",USA
PO-11099,Apex Pharma Materials,Glass Vials,Packaging,934,5.51,5146.34,2025-03-18,23,2025-04-10,Yes,"Facility D - Cork, Ireland",Switzerland
PO-10095,PurePharm Supply Co,Active Pharmaceutical Ingredient (API),Raw Materials,1262,450.12,568051.44,2025-03-18,73,2025-06-01,Yes,Facility C - Puerto Rico,USA
PO-10743,ChemPro Solutions,Active Pharmaceutical Ingredient (API),Raw Materials,447,320.63,143321.61,2025-03-18,45,2025-05-13,No,"Facility B - Indianapolis, IN",India
PO-10665,PharmaCorp Global,Glass Vials,Packaging,358,4.96,1775.68,2025-03-19,16,2025-04-06,Yes,"Facility B - Indianapolis, IN",USA
PO-10356,Meridian Chem Group,Glass Vials,Packaging,1480,3.67,5431.6,2025-03-20,19,2025-04-08,Yes,"Facility A - New Brunswick, NJ",China
PO-10715,ChemPro Solutions,Blister Packs,Packaging,1005,7.11,7145.55,2025-03-21,14,2025-04-05,Yes,Facility C - Puerto Rico,India
PO-10963,Apex Pharma Materials,Stainless Steel Components,Manufacturing Consumables,2212,336.71,744802.52,2025-03-21,20,2025-04-08,Yes,"Facility B - Indianapolis, IN",Switzerland
PO-10924,Meridian Chem Group,Blister Packs,Packaging,1421,6.75,9591.75,2025-03-22,15,2025-04-08,Yes,"Facility B - Indianapolis, IN",China
PO-10035,NovaChem Ltd,Cold Chain Packaging,Packaging,409,17.68,7231.12,2025-03-22,17,2025-04-10,Yes,Facility C - Puerto Rico,China
PO-10590,PurePharm Supply Co,Stainless Steel Components,Manufacturing Consumables,4483,300.11,1345393.13,2025-03-23,29,2025-04-20,Yes,"Facility B - Indianapolis, IN",USA
PO-10177,NovaChem Ltd,Glass Vials,Packaging,505,3.29,1661.45,2025-03-24,11,2025-04-05,Yes,"Facility B - Indianapolis, IN",China
PO-10690,NovaChem Ltd,Excipients,Raw Materials,218,64.5,14061.0,2025-03-24,32,2025-04-24,Yes,"Facility A - New Brunswick, NJ",China
PO-10365,Apex Pharma Materials,Sterile Syringes,Medical Devices,757,3.69,2793.33,2025-03-25,19,2025-04-13,Yes,"Facility A - New Brunswick, NJ",Switzerland
PO-10297,Apex Pharma Materials,Cold Chain Packaging,Packaging,651,24.5,15949.5,2025-03-25,18,2025-04-22,No,Facility E - Singapore,Switzerland
PO-10814,BioSupply Partners,Excipients,Raw Materials,431,91.4,39393.4,2025-03-25,18,2025-04-12,Yes,"Facility A - New Brunswick, NJ",Germany
PO-10786,Apex Pharma Materials,Sterile Syringes,Medical Devices,251,3.83,961.33,2025-03-26,17,2025-04-14,Yes,Facility C - Puerto Rico,Switzerland
PO-10316,GlobalMed Ingredients,Active Pharmaceutical Ingredient (API),Raw Materials,1153,443.47,511320.91,2025-03-27,22,2025-04-18,Yes,Facility C - Puerto Rico,Ireland
PO-10507,ChemPro Solutions,Sterile Syringes,Medical Devices,1389,2.67,3708.63,2025-03-27,21,2025-04-17,Yes,"Facility B - Indianapolis, IN",India
PO-10123,NovaChem Ltd,Stainless Steel Components,Manufacturing Consumables,1136,194.54,220997.44,2025-03-29,42,2025-05-09,Yes,Facility C - Puerto Rico,China
PO-10686,GlobalMed Ingredients,Stainless Steel Components,Manufacturing Consumables,1436,337.72,484965.92,2025-03-30,46,2025-05-13,Yes,Facility C - Puerto Rico,Ireland
PO-10241,NovaChem Ltd,Stainless Steel Components,Manufacturing Consumables,1254,234.42,293962.68,2025-03-30,40,2025-05-10,Yes,"Facility D - Cork, Ireland",China
PO-10699,PharmaCorp Global,Glass Vials,Packaging,988,5.63,5562.44,2025-03-30,14,2025-04-14,Yes,"Facility A - New Brunswick, NJ",USA
PO-10004,MedSource Industries,Sterile Syringes,Medical Devices,804,2.89,2323.56,2025-03-30,18,2025-04-17,Yes,"Facility A - New Brunswick, NJ",USA
PO-10848,PharmaCorp Global,Blister Packs,Packaging,767,7.22,5537.74,2025-03-31,10,2025-04-08,Yes,"Facility D - Cork, Ireland",USA
PO-11195,PharmaCorp Global,Glass Vials,Packaging,1046,5.4,5648.4,2025-03-31,14,2025-04-15,Yes,Facility C - Puerto Rico,USA
PO-11040,GlobalMed Ingredients,Cold Chain Packaging,Packaging,2776,19.6,54409.6,2025-03-31,14,2025-04-16,Yes,Facility E - Singapore,Ireland
PO-10176,PurePharm Supply Co,Lab Reagents,Lab Supplies,3019,134.41,405783.79,2025-03-31,18,2025-04-16,Yes,Facility E - Singapore,USA
PO-11142,MedSource Industries,Excipients,Raw Materials,967,86.8,83935.6,2025-04-03,16,2025-04-17,Yes,"Facility D - Cork, Ireland",USA
PO-10776,ChemPro Solutions,Blister Packs,Packaging,2085,7.08,14761.8,2025-04-03,9,2025-04-12,Yes,"Facility B - Indianapolis, IN",India
PO-10170,MedSource Industries,Packaging Film,Packaging,3913,14.46,56581.98,2025-04-03,12,2025-05-01,No,Facility C - Puerto Rico,USA
PO-10130,PharmaCorp Global,Lab Reagents,Lab Supplies,1762,138.05,243244.1,2025-04-03,15,2025-04-20,Yes,"Facility D - Cork, Ireland",USA
PO-10970,Apex Pharma Materials,Excipients,Raw Materials,2122,103.78,220221.16,2025-04-04,21,2025-04-25,Yes,Facility C - Puerto Rico,Switzerland
PO-10001,MedSource Industries,Stainless Steel Components,Manufacturing Consumables,904,266.08,240536.32,2025-04-04,39,2025-05-15,Yes,"Facility D - Cork, Ireland",USA
PO-10720,PharmaCorp Global,Glass Vials,Packaging,2238,5.74,12846.12,2025-04-04,15,2025-04-19,Yes,"Facility B - Indianapolis, IN",USA
PO-10606,PharmaCorp Global,Glass Vials,Packaging,1205,5.46,6579.3,2025-04-06,14,2025-04-19,Yes,Facility E - Singapore,USA
PO-10436,MedSource Industries,Lab Reagents,Lab Supplies,614,122.32,75104.48,2025-04-06,14,2025-04-21,Yes,"Facility A - New Brunswick, NJ",USA
PO-10608,MedSource Industries,Sterile Syringes,Medical Devices,826,2.73,2254.98,2025-04-06,14,2025-04-19,Yes,"Facility D - Cork, Ireland",USA
PO-10901,PharmaCorp Global,Blister Packs,Packaging,2625,9.64,25305.0,2025-04-08,12,2025-04-22,Yes,"Facility A - New Brunswick, NJ",USA
PO-10846,ChemPro Solutions,Stainless Steel Components,Manufacturing Consumables,5289,208.28,1101592.92,2025-04-10,45,2025-06-10,No,Facility C - Puerto Rico,India
PO-11148,GlobalMed Ingredients,Stainless Steel Components,Manufacturing Consumables,1077,287.08,309185.16,2025-04-10,23,2025-05-04,Yes,"Facility B - Indianapolis, IN",Ireland
PO-11154,MedSource Industries,Lab Reagents,Lab Supplies,495,133.35,66008.25,2025-04-11,20,2025-05-02,Yes,"Facility B - Indianapolis, IN",USA
PO-10784,BioSupply Partners,Blister Packs,Packaging,3147,9.01,28354.47,2025-04-11,11,2025-04-20,Yes,"Facility D - Cork, Ireland",Germany
PO-10555,BioSupply Partners,Excipients,Raw Materials,1892,89.95,170185.4,2025-04-12,19,2025-05-02,Yes,Facility E - Singapore,Germany
PO-10324,MedSource Industries,Lab Reagents,Lab Supplies,1775,106.66,189321.5,2025-04-12,18,2025-04-30,Yes,"Facility A - New Brunswick, NJ",USA
PO-10531,Vertex Bio Supply,Cold Chain Packaging,Packaging,274,19.27,5279.98,2025-04-13,11,2025-05-04,No,"Facility D - Cork, Ireland",India
PO-11020,PharmaCorp Global,Lab Reagents,Lab Supplies,1106,121.76,134666.56,2025-04-14,24,2025-05-07,Yes,"Facility D - Cork, Ireland",USA
PO-10653,PurePharm Supply Co,Filtration Media,Manufacturing Consumables,1752,79.05,138495.6,2025-04-14,30,2025-05-14,Yes,"Facility B - Indianapolis, IN",USA
PO-10030,ChemPro Solutions,Glass Vials,Packaging,3234,4.47,14455.98,2025-04-15,18,2025-05-02,Yes,"Facility B - Indianapolis, IN",India
PO-10583,Meridian Chem Group,Sterile Syringes,Medical Devices,799,2.26,1805.74,2025-04-15,17,2025-05-19,No,"Facility B - Indianapolis, IN",China
PO-10657,Meridian Chem Group,Glass Vials,Packaging,4090,3.73,15255.7,2025-04-15,15,2025-05-18,No,Facility C - Puerto Rico,China
PO-10797,Apex Pharma Materials,Cold Chain Packaging,Packaging,1369,27.66,37866.54,2025-04-16,9,2025-04-27,Yes,"Facility A - New Brunswick, NJ",Switzerland
PO-10795,PharmaCorp Global,Blister Packs,Packaging,803,8.13,6528.39,2025-04-17,15,2025-05-02,Yes,"Facility D - Cork, Ireland",USA
PO-11100,GlobalMed Ingredients,Sterile Syringes,Medical Devices,2034,2.85,5796.9,2025-04-17,22,2025-05-07,Yes,"Facility A - New Brunswick, NJ",Ireland
PO-10022,PharmaCorp Global,Stainless Steel Components,Manufacturing Consumables,2127,302.93,644332.11,2025-04-17,44,2025-06-02,Yes,"Facility B - Indianapolis, IN",USA
PO-10576,Vertex Bio Supply,Excipients,Raw Materials,1312,69.41,91065.92,2025-04-18,19,2025-05-07,Yes,Facility C - Puerto Rico,India
PO-10779,PharmaCorp Global,Filtration Media,Manufacturing Consumables,1223,69.0,84387.0,2025-04-20,25,2025-05-15,Yes,"Facility A - New Brunswick, NJ",USA
PO-10263,MedSource Industries,Lab Reagents,Lab Supplies,2798,127.85,357724.3,2025-04-20,18,2025-05-09,Yes,"Facility A - New Brunswick, NJ",USA
PO-10104,GlobalMed Ingredients,Sterile Syringes,Medical Devices,2627,2.99,7854.73,2025-04-20,17,2025-05-07,Yes,"Facility A - New Brunswick, NJ",Ireland
PO-10005,ChemPro Solutions,Excipients,Raw Materials,407,64.9,26414.3,2025-04-21,25,2025-05-30,No,"Facility B - Indianapolis, IN",India
PO-10174,MedSource Industries,Filtration Media,Manufacturing Consumables,729,72.45,52816.05,2025-04-21,24,2025-05-13,Yes,"Facility B - Indianapolis, IN",USA
PO-11091,Vertex Bio Supply,Packaging Film,Packaging,3579,11.03,39476.37,2025-04-22,13,2025-05-05,Yes,Facility C - Puerto Rico,India
PO-10451,MedSource Industries,Glass Vials,Packaging,640,4.98,3187.2,2025-04-22,17,2025-05-11,Yes,Facility C - Puerto Rico,USA
PO-11115,PharmaCorp Global,Blister Packs,Packaging,377,9.16,3453.32,2025-04-22,13,2025-05-03,Yes,"Facility A - New Brunswick, NJ",USA
PO-10519,Vertex Bio Supply,Blister Packs,Packaging,4539,6.8,30865.2,2025-04-24,11,2025-05-04,Yes,"Facility A - New Brunswick, NJ",India
PO-10651,ChemPro Solutions,Excipients,Raw Materials,1495,65.8,98371.0,2025-04-24,16,2025-05-09,Yes,Facility E - Singapore,India
PO-10822,BioSupply Partners,Lab Reagents,Lab Supplies,333,141.69,47182.77,2025-04-25,21,2025-05-16,Yes,"Facility B - Indianapolis, IN",Germany
PO-10025,NovaChem Ltd,Stainless Steel Components,Manufacturing Consumables,3013,230.19,693562.47,2025-04-25,39,2025-06-05,Yes,Facility C - Puerto Rico,China
PO-10791,PharmaCorp Global,Stainless Steel Components,Manufacturing Consumables,1518,293.85,446064.3,2025-04-26,12,2025-05-06,Yes,"Facility D - Cork, Ireland",USA
PO-10598,PharmaCorp Global,Sterile Syringes,Medical Devices,874,3.61,3155.14,2025-04-26,10,2025-05-05,Yes,"Facility B - Indianapolis, IN",USA
PO-10326,GlobalMed Ingredients,Filtration Media,Manufacturing Consumables,1216,65.47,79611.52,2025-04-27,20,2025-05-19,Yes,"Facility B - Indianapolis, IN",Ireland
PO-10186,GlobalMed Ingredients,Glass Vials,Packaging,1906,5.44,10368.64,2025-04-29,11,2025-05-12,Yes,Facility C - Puerto Rico,Ireland
PO-10914,GlobalMed Ingredients,Filtration Media,Manufacturing Consumables,625,66.97,41856.25,2025-04-29,22,2025-06-05,No,Facility E - Singapore,Ireland
PO-10692,ChemPro Solutions,Lab Reagents,Lab Supplies,839,97.73,81995.47,2025-04-29,23,2025-05-20,Yes,"Facility D - Cork, Ireland",India
PO-10019,ChemPro Solutions,Packaging Film,Packaging,2476,10.55,26121.8,2025-05-03,11,2025-05-13,Yes,"Facility A - New Brunswick, NJ",India
PO-11127,BioSupply Partners,Active Pharmaceutical Ingredient (API),Raw Materials,1237,528.1,653259.7,2025-05-03,35,2025-06-06,Yes,"Facility B - Indianapolis, IN",Germany
PO-10453,BioSupply Partners,Glass Vials,Packaging,1904,5.55,10567.2,2025-05-03,23,2025-05-26,Yes,"Facility B - Indianapolis, IN",Germany
PO-10028,NovaChem Ltd,Sterile Syringes,Medical Devices,2102,2.08,4372.16,2025-05-04,14,2025-06-06,No,"Facility A - New Brunswick, NJ",China
PO-10898,GlobalMed Ingredients,Blister Packs,Packaging,2341,7.2,16855.2,2025-05-04,11,2025-05-17,Yes,"Facility A - New Brunswick, NJ",Ireland
PO-10008,PurePharm Supply Co,Active Pharmaceutical Ingredient (API),Raw Materials,2029,525.55,1066340.95,2025-05-04,54,2025-06-25,Yes,"Facility D - Cork, Ireland",USA
PO-10485,BioSupply Partners,Stainless Steel Components,Manufacturing Consumables,2288,365.74,836813.12,2025-05-06,21,2025-05-27,Yes,"Facility B - Indianapolis, IN",Germany
PO-10886,Meridian Chem Group,Filtration Media,Manufacturing Consumables,1628,44.11,71811.08,2025-05-06,26,2025-05-30,Yes,"Facility D - Cork, Ireland",China
PO-10596,PharmaCorp Global,Active Pharmaceutical Ingredient (API),Raw Materials,2096,432.49,906499.04,2025-05-06,37,2025-06-14,Yes,"Facility A - New Brunswick, NJ",USA
PO-10506,BioSupply Partners,Active Pharmaceutical Ingredient (API),Raw Materials,906,558.38,505892.28,2025-05-06,36,2025-06-12,Yes,"Facility A - New Brunswick, NJ",Germany
PO-10390,Meridian Chem Group,Blister Packs,Packaging,2257,5.43,12255.51,2025-05-07,12,2025-05-29,No,"Facility A - New Brunswick, NJ",China
PO-10114,NovaChem Ltd,Cold Chain Packaging,Packaging,175,16.6,2905.0,2025-05-07,9,2025-05-15,Yes,"Facility B - Indianapolis, IN",China
PO-11199,MedSource Industries,Packaging Film,Packaging,3184,13.87,44162.08,2025-05-07,13,2025-05-19,Yes,Facility C - Puerto Rico,USA
PO-10974,NovaChem Ltd,Packaging Film,Packaging,2925,10.03,29337.75,2025-05-08,9,2025-05-19,Yes,"Facility A - New Brunswick, NJ",China
PO-10101,Vertex Bio Supply,Filtration Media,Manufacturing Consumables,50,55.62,2781.0,2025-05-08,25,2025-06-04,Yes,Facility C - Puerto Rico,India
PO-10219,MedSource Industries,Sterile Syringes,Medical Devices,3439,3.04,10454.56,2025-05-08,21,2025-05-27,Yes,"Facility B - Indianapolis, IN",USA
PO-11023,Apex Pharma Materials,Sterile Syringes,Medical Devices,297,3.48,1033.56,2025-05-09,21,2025-06-01,Yes,"Facility D - Cork, Ireland",Switzerland
PO-11163,NovaChem Ltd,Stainless Steel Components,Manufacturing Consumables,2286,249.69,570791.34,2025-05-10,42,2025-07-03,No,"Facility D - Cork, Ireland",China
PO-10943,Vertex Bio Supply,Cold Chain Packaging,Packaging,227,18.54,4208.58,2025-05-10,11,2025-05-23,Yes,"Facility A - New Brunswick, NJ",India
PO-10766,Apex Pharma Materials,Sterile Syringes,Medical Devices,1441,3.38,4870.58,2025-05-12,21,2025-06-04,Yes,"Facility D - Cork, Ireland",Switzerland
PO-11080,ChemPro Solutions,Packaging Film,Packaging,1841,10.27,18907.07,2025-05-12,8,2025-05-22,Yes,"Facility D - Cork, Ireland",India
PO-10265,NovaChem Ltd,Active Pharmaceutical Ingredient (API),Raw Materials,200,379.9,75980.0,2025-05-13,66,2025-07-18,Yes,Facility E - Singapore,China
PO-11098,GlobalMed Ingredients,Lab Reagents,Lab Supplies,3921,114.8,450130.8,2025-05-14,17,2025-05-30,Yes,"Facility D - Cork, Ireland",Ireland
PO-10942,Meridian Chem Group,Lab Reagents,Lab Supplies,1239,96.67,119774.13,2025-05-16,18,2025-06-02,Yes,Facility E - Singapore,China
PO-10825,ChemPro Solutions,Cold Chain Packaging,Packaging,1180,15.62,18431.6,2025-05-16,21,2025-06-04,Yes,"Facility A - New Brunswick, NJ",India
PO-10010,BioSupply Partners,Active Pharmaceutical Ingredient (API),Raw Materials,1700,537.53,913801.0,2025-05-17,44,2025-06-30,Yes,"Facility A - New Brunswick, NJ",Germany
PO-10553,BioSupply Partners,Lab Reagents,Lab Supplies,1664,149.06,248035.84,2025-05-17,13,2025-05-31,Yes,"Facility D - Cork, Ireland",Germany
PO-11095,Apex Pharma Materials,Stainless Steel Components,Manufacturing Consumables,545,358.06,195142.7,2025-05-18,20,2025-06-08,Yes,"Facility A - New Brunswick, NJ",Switzerland
PO-10361,Apex Pharma Materials,Stainless Steel Components,Manufacturing Consumables,1756,314.06,551489.36,2025-05-18,39,2025-06-28,Yes,Facility E - Singapore,Switzerland
PO-10711,PharmaCorp Global,Excipients,Raw Materials,1155,94.92,109632.6,2025-05-18,26,2025-06-14,Yes,Facility E - Singapore,USA
PO-10311,BioSupply Partners,Cold Chain Packaging,Packaging,2317,28.22,65385.74,2025-05-18,13,2025-06-02,Yes,"Facility A - New Brunswick, NJ",Germany
PO-10358,BioSupply Partners,Sterile Syringes,Medical Devices,2007,3.41,6843.87,2025-05-19,19,2025-06-07,Yes,Facility E - Singapore,Germany
PO-10251,Meridian Chem Group,Blister Packs,Packaging,1505,6.67,10038.35,2025-05-19,8,2025-05-29,Yes,Facility C - Puerto Rico,China
PO-11019,Apex Pharma Materials,Filtration Media,Manufacturing Consumables,2825,69.26,195659.5,2025-05-21,28,2025-06-16,Yes,"Facility B - Indianapolis, IN",Switzerland
PO-10068,Meridian Chem Group,Stainless Steel Components,Manufacturing Consumables,1790,251.52,450220.8,2025-05-22,28,2025-06-18,Yes,Facility C - Puerto Rico,China
PO-10439,NovaChem Ltd,Filtration Media,Manufacturing Consumables,3236,51.18,165618.48,2025-05-22,26,2025-06-15,Yes,"Facility D - Cork, Ireland",China
PO-10223,MedSource Industries,Packaging Film,Packaging,365,12.91,4712.15,2025-05-22,9,2025-06-01,Yes,Facility E - Singapore,USA
PO-10572,Apex Pharma Materials,Excipients,Raw Materials,1783,81.48,145278.84,2025-05-23,19,2025-06-09,Yes,Facility E - Singapore,Switzerland
PO-11044,Meridian Chem Group,Cold Chain Packaging,Packaging,1590,19.02,30241.8,2025-05-23,13,2025-06-07,Yes,"Facility B - Indianapolis, IN",China
PO-10735,PharmaCorp Global,Active Pharmaceutical Ingredient (API),Raw Materials,2260,443.89,1003191.4,2025-05-24,51,2025-07-15,Yes,"Facility B - Indianapolis, IN",USA
PO-11086,NovaChem Ltd,Sterile Syringes,Medical Devices,2462,2.07,5096.34,2025-05-25,15,2025-06-10,Yes,"Facility D - Cork, Ireland",China
PO-10266,MedSource Industries,Packaging Film,Packaging,3594,14.6,52472.4,2025-05-25,14,2025-06-09,Yes,Facility E - Singapore,USA
PO-10511,BioSupply Partners,Packaging Film,Packaging,977,18.9,18465.3,2025-05-29,9,2025-06-06,Yes,Facility C - Puerto Rico,Germany
PO-10529,NovaChem Ltd,Filtration Media,Manufacturing Consumables,798,49.22,39277.56,2025-05-30,27,2025-06-25,Yes,"Facility B - Indianapolis, IN",China
PO-10290,Vertex Bio Supply,Excipients,Raw Materials,790,68.98,54494.2,2025-05-30,32,2025-07-12,No,Facility E - Singapore,India
PO-10120,Vertex Bio Supply,Sterile Syringes,Medical Devices,877,2.8,2455.6,2025-05-31,27,2025-06-27,Yes,Facility C - Puerto Rico,India
PO-10057,PharmaCorp Global,Active Pharmaceutical Ingredient (API),Raw Materials,65,409.62,26625.3,2025-06-01,34,2025-07-07,Yes,Facility E - Singapore,USA
PO-10465,PurePharm Supply Co,Glass Vials,Packaging,1002,4.66,4669.32,2025-06-01,15,2025-06-18,Yes,Facility E - Singapore,USA
PO-11114,NovaChem Ltd,Glass Vials,Packaging,1157,3.61,4176.77,2025-06-03,24,2025-06-26,Yes,"Facility D - Cork, Ireland",China
PO-10147,MedSource Industries,Stainless Steel Components,Manufacturing Consumables,278,270.7,75254.6,2025-06-03,49,2025-07-21,Yes,Facility E - Singapore,USA
PO-11030,Vertex Bio Supply,Cold Chain Packaging,Packaging,2469,17.26,42614.94,2025-06-03,18,2025-06-23,Yes,"Facility D - Cork, Ireland",India
PO-10122,Vertex Bio Supply,Packaging Film,Packaging,1510,13.64,20596.4,2025-06-04,11,2025-06-14,Yes,"Facility D - Cork, Ireland",India
PO-10621,Apex Pharma Materials,Cold Chain Packaging,Packaging,1994,23.8,47457.2,2025-06-04,12,2025-06-20,No,Facility C - Puerto Rico,Switzerland
PO-10545,Meridian Chem Group,Blister Packs,Packaging,1837,5.37,9864.69,2025-06-04,14,2025-06-18,Yes,Facility E - Singapore,China
PO-10639,ChemPro Solutions,Cold Chain Packaging,Packaging,1568,16.22,25432.96,2025-06-06,10,2025-06-14,Yes,Facility C - Puerto Rico,India
